page,code,title,blurb,href
2,34146,Accounting Manager,An Accounting Manager directs and coordinates the activities of an accounting section in a City agency. The work of this class involves supervising the activities of accounting and fiscal work units. Incumbents receive managerial direction from an administrative superior. Employees in this class work a conventional workweek. Work is performed in an office where normal working conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable,/careers/baltimorecity/classspecs/790811
2,34197,Accounting Systems Administrator,"An Accounting Systems Administrator plans, directs and coordinates the activities of a centralized citywide accounting systems operations section. Work of this class involves supervising the activities of professional and paraprofessional accounting and clerical support work units. Incumbents receive managerial direction from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where normal working conditions are encountered. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790812
2,34151,Accounting Systems Analyst I,An Accounting Systems Analyst I analyzes accounting systems in a City agency. The work of this class involves no supervisory responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Accounting Systems Analyst II in that it involves analyzing accounting systems in a City agency where accounting system assignments are limited due to the lack of variety and complexity.,/careers/baltimorecity/classspecs/790813
2,31311,Administrative Analyst I,"An Administrative Analyst I conducts management studies and analyses to improve workflow, simplify procedures, and to implement cost reductions. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from an administrative superior. Employees work a conventional workweek. Work is performed in an office setting where there are no uncomfortable conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Administrative Analyst II in that it conducts studies and analyses to recommend improvements to existing work systems, but does not involve...",/careers/baltimorecity/classspecs/790818
2,31312,Administrative Analyst II,"An Administrative Analyst II conducts management studies and analyses to design, revise or improve systems and regulations in order to meet the various goals and objectives of a department or program. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees work a conventional work week. Work is performed primarily in an office setting where there are no uncomfortable conditions. Work requires minimal physical exertion.  DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Administrative Analyst I in that it involves reviewing existing and proposed laws...",/careers/baltimorecity/classspecs/790819
2,31100,Administrative Coordinator,An Administrative Coordinator performs administrative and operations work.  Work of this class may involve supervising office support personnel. Incumbents receive general supervision from an administrative superior.  Employees in this class work a conventional workweek.  Work is performed in a standard office environment.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/790820
2,33146,Agency IT Associate,"IT Associate provides support and assistance.  Primary focus may be in the areas of computer operations, computer repair, wire and cable installation, user and desktop support (hardware and software), helpdesk, and data management. Incumbents receive moderate to general supervision.  Employees in this class work a conventional workweek.  Work is performed in office settings where there is no exposure to uncomfortable or hazardous working conditions.  Work may require moderate physical exertion in lifting pieces of equipment or working in confined areas. Work in the class has no supervisory responsibilities. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/1148056
2,33152,Agency IT Manager I,"Alternate market titles: Division director, division head, computer operations manager, systems manager, applications manager, software manager, director, infrastructure and shared services. The position is responsible for planning, directing, controlling, evaluating, and staffing the Agency's IT Division, i.e., two or more functional units, e.g., IT administration, applications and systems development, data security, computer operations, etc.  DISTINGUISHING FEATURES OF THE WORK This is a senior management position that reports directly to the Agency Head/Deputy.  The classification is differentiated based on the size, complexity, and budget of the agency compared to other BCG agencies:...",/careers/baltimorecity/classspecs/1148062
2,33153,Agency IT Manager II,"Alternate market titles: Division director, division head, computer operations manager, systems manager, applications manager, software manager, director, infrastructure and shared services. The position is responsible for planning, directing, controlling, evaluating, and staffing the Agency's IT Division, i.e., two or more functional units, e.g., IT administration, applications and systems development, data security, computer operations, etc.  DISTINGUISHING FEATURES OF THE WORK This is a senior management position that reports directly to the Agency Head/Deputy.  The classification is differentiated based on the size, complexity, and budget of the agency compared to other BCG agencies:...",/careers/baltimorecity/classspecs/1148078
2,33157,Agency IT Manager III,"Alternate market titles: Division director, division head, computer operations manager, systems manager, applications manager, software manager, director, infrastructure and shared services. The position is responsible for planning, directing, controlling, evaluating, and staffing the Agency's IT Division, i.e., two or more functional units, e.g., IT administration, applications and systems development, data security, computer operations, etc.  DISTINGUISHING FEATURES OF THE WORK This is a senior management position that reports directly to the Agency Head/Deputy.  The classification is differentiated based on the size, complexity, and budget of the agency compared to other BCG agencies:...",/careers/baltimorecity/classspecs/1148050
3,33147,Agency IT Specialist I,"Alternate market titles:  Systems analyst, applications systems analyst/programmer, database specialist, systems programmer, network engineer, GIS analyst, architectural engineer, business analyst, quality improvement specialist, helpdesk analyst, security analyst. An Information Technology Specialist provides technical support to customers for personal computers, network system infrastructure equipment, including testing, updating, maintaining, and providing training on mainframe client servers and microcomputer software and hardware; responds to helpdesk requests.  Work of this class may involve leading and training less experienced IT Specialists, but does not involve full supervisory...",/careers/baltimorecity/classspecs/1148077
3,33148,Agency IT Specialist II,"Alternate market titles:  Systems analyst, applications systems analyst/programmer, database specialist, systems programmer, network engineer, GIS analyst, architectural engineer, business analyst, quality improvement specialist, helpdesk analyst, security analyst. An Information Technology Specialist provides technical support to customers for personal computers, network system infrastructure equipment, including testing, updating, maintaining, and providing training on mainframe client servers and microcomputer software and hardware; responds to helpdesk requests.  Work of this class may involve leading and training less experienced IT Specialists, but does not involve full supervisory...",/careers/baltimorecity/classspecs/1148068
3,33149,Agency IT Specialist III,"Alternate market titles:  Systems analyst, applications systems analyst/programmer, database specialist, systems programmer, network engineer, GIS analyst, architectural engineer, business analyst, quality improvement specialist, helpdesk analyst, security analyst. An Information Technology Specialist provides technical support to customers for personal computers, network system infrastructure equipment, including testing, updating, maintaining, and providing training on mainframe client servers and microcomputer software and hardware; responds to helpdesk requests.  Work of this class may involve leading and training less experienced IT Specialists, but does not involve full supervisory...",/careers/baltimorecity/classspecs/1148072
3,33154,Agency IT Specialist IV,"Alternate market titles:  Systems analyst, applications systems analyst/programmer, database specialist, systems programmer, network engineer, GIS analyst, architectural engineer, business analyst, quality improvement specialist, helpdesk analyst, security analyst. An Information Technology Specialist provides technical support to customers for personal computers, network system infrastructure equipment, including testing, updating, maintaining, and providing training on mainframe client servers and microcomputer software and hardware; responds to helpdesk requests.  Work of this class may involve leading and training less experienced IT Specialists, but does not involve full supervisory...",/careers/baltimorecity/classspecs/1148054
3,33150,Agency IT Supervisor,"Alternative market titles: Analyst/programmer supervisor, business analysis supervisor, help desk supervisor, GIS supervisor, computer operations supervisor, IT supervisor, applications supervisor, mainframe supervisor, IT project manager. This classification supervises the planning and implementing of operating systems, applications software upgrades and modifications, and testing, installation, and setup of new hardware. May manage an IT project team.  Ensures agencies' compliance with warranties, contracts and copyrights. Analyzes utilization trends of service requests, breakdowns, and malfunctions and recommends appropriate changes in procedures and operations. DISTINGUISHING FEATURES OF...",/careers/baltimorecity/classspecs/1148065
3,33144,Analyst/Programmer II,"An Analyst/Programmer II performs a wide variety of systems design development and computer programming. The work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may be required to work shifts, weekends and holidays. Work is performed in an office where working conditions are normal. The work requires minimal physical exertion.  DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Analyst/ Programmer I in that it involves developing systems designs with a variety of procedures and instructions.",/careers/baltimorecity/classspecs/790826
3,33145,Analyst/Programmer Supervisor,"An Analyst/Programmer Supervisor supervises, plans, coordinates, and participates in a wide variety of systems analysis and computer programming. The work of this class involves supervising Analyst/Programmers and other information technology technicians and technical support workers. Incumbents receive general supervision from a technical superior. Employees in this class may be required to work evenings, weekends and holidays. Work is performed in an office where working conditions are normal. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Analyst/ Programmer Lead I in that it involves full supervisory...",/careers/baltimorecity/classspecs/1090368
3,41413,Animal Control Investigator,"An Animal Control Investigator coordinates, investigates and documents findings of animal control and protection cases that involve animal bites and similarly complex cases. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, but are subject to 24-hour call-back. Work is mostly in an office, but also involves field visits in the community where such conditions as seasonal weather extremes and hostile confrontations may be encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790827
3,41411,Animal Enforcement Officer,"An Animal Enforcement Officer drives an animal transport truck and responds to a variety of service calls related to animals including calls to retrieve animals in severe distress and deceased animals.  An Animals Enforcement Officer investigate allegations of animal abuse and neglect, takes steps to remove abused or endangered animals from homes and owners, and transports animals safely to the City's shelter or to emergency care.  Work of this class involves no supervisory duties or responsibilities, however they are paired with and assist other officers and may assist in the training of new officers. Incumbents receive moderate supervision from an administrative superior.  Employees in...",/careers/baltimorecity/classspecs/790828
3,41415,Animal Enforcement Officer Supervisor,"An Animal Enforcement Officer Supervisor oversees the collection of stray, dead and sick animals from the community and investigates animal complaints. Work of this class involves supervising Animal Enforcement Officers. Incumbents receive moderate supervision from an administrative superior. Employees in this class work a conventional workweek. Work is performed outdoors where the incumbents are exposed to such conditions as inclement weather and dead, diseased or dangerous animals. Work requires such physical exertion as bending and lifting and pulling small animals. DISTINGUISHING FEATURES OF THE WORK  Not Applicable.",/careers/baltimorecity/classspecs/790829
4,33669,Apprenticeship Program Administrator,"An Apprenticeship Program Administrator coordinates the City’s program to train employees in various skilled trades and crafts that have been registered under the auspices of the State of Maryland. Work of this class may involve leading support employees, but does not involve full supervisory duties or responsibilities. Incumbents receive instruction from a technical superior. Employees work a conventional workweek. Work is performed indoors under normal working conditions. Work requires no physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable",/careers/baltimorecity/classspecs/790831
4,83215,Aquatic Center Director,"An Aquatic Center Director plans, develops, coordinates and implements aquatics recreation programs. Work of this class involves supervising full-time and part-time aquatic and recreation leaders and assistants. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek which may include evening and weekend hours. Work is performed in an aquatic center where unpleasant working conditions are rarely encountered. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/851106
4,83115,Aquatic Center Leader,"An Aquatic Center Leader plans, promotes, oversees and conducts aquatic programs at a community aquatic center. Work of this class involves leading part-time pool staff but does not perform full supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek which may include evening and weekend hours. Work is performed in aquatic centers where inclement weather conditions may be encountered. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK Not applicable.",/careers/baltimorecity/classspecs/851101
4,75111,Architect I,"An Architect I examines and reviews architectural plans, specifications, materials, designs, and methods of construction. Work of this class involves no supervisory duties or responsibilities. Incumbents receive close supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office setting where normal working conditions are encountered. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Architect II in that it involves the performance of a limited number of professional architectural duties under close supervision.",/careers/baltimorecity/classspecs/790833
4,75112,Architect II,"An Architect II examines, reviews, plans, and designs complex architectural plans, designs, specifications, materials, and methods and styles of construction. Work of this class may involve supervising drafting personnel. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office setting where few uncomfortable working conditions are encountered. Work requires minimal physical exertion; however, there are occasional long periods of standing when reviewing architectural plans and designs. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class Architect I in...",/careers/baltimorecity/classspecs/790834
4,33825,Archives and Records Management Officer,"An Archives and Records Management Officer plans and coordinates the activities and programs of the City Archives in the Department of Legislative Reference. The work of this class involves supervising archives, records management and office support personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where normal working conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790838
4,53541,"Assistant Chief, Division of Utilities Maintenance","An Assistant Chief, Division of Utilities Maintenance oversees the construction, maintenance and repair of the water distribution, wastewater collection, storm drainage and conduit systems. Work of this class involves directing the activities of construction and maintenance, equipment operations, inspection and clerical work sections. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek; evening, weekend and holiday hours are required on a 24-hour on-call basis. Work is usually performed in an office where there are no uncomfortable conditions; however, incumbents are required to be present at main breaks, major fire and...",/careers/baltimorecity/classspecs/790843
4,53818,"Assistant Chief, Solid Waste Division","An Assistant Chief, Solid Waste Division plans and coordinates solid waste collection and street cleaning or waste disposal, sanitation enforcement and recycling services for the City of Baltimore. Work of this class involves directing the activities of solid waste collection and street cleaning or sanitation enforcement and recycling, and office support work units. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek subject to 24 callback. Work is performed primarily in an office but involves on-site visits where there may be exposure to inclement weather. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF...",/careers/baltimorecity/classspecs/790845
4,82135,Assistant Coordinator of Preschool Programs,An Assistant Coordinator of Preschool Programs assists in planning and directing programs related to preschool children including Head Start and day care programs. Work of this class involves assisting in directing preschool program work units. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/790847
4,53622,Assistant Park District Manager,"An Assistant Park District Manager directs and coordinates the work of work crews in a single district of the municipal parks system. The work of this class involves directing the activities of park operation and maintenance and labor work units. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek and are on-call 24 hours a day, 7 days a week due to emergencies such as violent storms, fires, vandalism, and public disturbances. Work is performed outdoors where seasonal extremes of weather, insects and damaged or tottering trees may be encountered. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK...",/careers/baltimorecity/classspecs/790851
5,42134,Assistant Superintendent of Housing Inspections,"An Assistant Superintendent of Housing Inspections plans and schedules the daily housing inspection activities in the enforcement of the Baltimore City Codes and Ordinances including but not limited to health, housing, zoning, sanitation, building, fire and related codes. The work of this class involves supervising housing inspection personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek and are on 24-hour callback duty. Work is performed primarily in an office setting where normal working conditions and some fieldwork are encountered. Work requires minimal physical exertion with occasional periods of prolonged...",/careers/baltimorecity/classspecs/790854
5,52981,Assistant Superintendent of Public Building Maintenance,"An Assistant Superintendent of Public Building Maintenance oversees the daily activities of workers engaged in the construction, renovation, maintenance and repair of public buildings. Work of this class involves directing the activities of trades, maintenance and repair and office support work units. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional week; callback may be required in emergencies. Work is performed in an office where normal environmental conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790856
5,53353,Assistant Superintendent of Traffic Signs and Markings,"An Assistant Superintendent of Traffic Signs and Markings supervises the installation and maintenance of traffic signs and street markings. Work of this class involves supervising traffic installation and maintenance personnel. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, which may require callback in emergencies. Work is performed in an office, sign shop and at installation and maintenance worksites on the street where toxic fumes and traffic hazards are occasionally encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790858
5,71425,Assistant Watershed Manager,"An Assistant Watershed Manager participates in planning, coordinating and directing the operation and maintenance of the City's watersheds and raw water systems. Work of this class involves directing grounds, road and building maintenance, forestry, security and clerical work units. Incumbents receive general supervision from a technical superior. Employees in this class work evening, weekend, holiday and 24 hour on-call hours. Work is performed in an office and outdoors where inclement weather conditions are occasionally encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790859
5,82121,Associate Teacher Preschool,"An Associate Teacher Preschool plans activities and lessons for preschool children under the supervision of the teacher and instructs a group of children. Work or this class involves no supervisory duties. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek; some evening and weekend hours may be required. Work is performed in a classroom where there are no uncomfortable conditions. Work requires minimal physical exertion; however, incumbents may walk, kneel or sit on the floor with pupils. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790860
5,31997,ATVES Ombudsman,"An Automated Traffic Violation Enforcement Section (ATVES) Ombudsman investigates and mediates motorist claims of erroneous traffic citations regarding speed, red light, or commercial vehicle violations.  The work of this class involves no supervisory duties or responsibilities. Employees receive managerial supervision from a senior manager.  Employees in this class work a conventional workweek that may include occasional evening work. Work is mainly performed in an office; however, there may be times when employees are exposed to such uncomfortable environmental and hazardous working conditions as inclement weather, traffic hazards and verbal abuse. DISTINGUISHING FEATURES OF THE WORK Not...",/careers/baltimorecity/classspecs/1125890
5,34110,Auditor I,An Auditor I participates in the examination and verification of City agency accounts for conformance to accounting standards and governmental fiscal practices and procedures. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Auditor II in that it does not involve the full range of auditing duties.,/careers/baltimorecity/classspecs/790862
5,34120,Auditor I (C.P.A.),An Auditor I (C.P.A.) participates in the examination and verification of City agency accounts for conformance to accounting standards and governmental fiscal practices and procedures. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Auditor II in that it does not involve the full range of auditing duties.,/careers/baltimorecity/classspecs/790863
5,34111,Auditor II,An Auditor II examines and verifies City agency accounts for conformance to accounting standards and governmental fiscal practices and procedures. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Auditor III in that it involves no lead or complex auditing work.,/careers/baltimorecity/classspecs/790864
5,34112,Auditor III,"An Auditor III assigns, reviews and approves the work of auditing and office support personnel or performs complex auditing work. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Auditor II in that it involves leading auditing and office support personnel or performing such complex auditing work as planning, designing, organizing and implementing auditing...",/careers/baltimorecity/classspecs/790866
6,34115,Auditor Supervisor,"An Auditor Supervisor plans, coordinates and schedules the work of an auditing division. The work of this class involves supervising auditing, accounting assistant and office support personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790869
6,34113,Auditor Trainee,"An Auditor Trainee receives training in governmental auditing and accounting standards, practices and procedures. The work of this class involves no supervisory duties or responsibilities. Incumbents receive close supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical effort. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/835249
6,52155,Automotive Body Shop Supervisor,"An Automotive Body Shop Supervisor oversees the operations of a body and fender shop. Work of this class involves supervising body and fender repair and automotive refinishing personnel. Incumbents receive moderate supervision from an administrative superior. Employees in this class work a conventional work week. Work is performed in an automotive body shop where there are hazards from high-speed tools, flammable materials, fumes and dust. Work requires occasional strenuous physical exertion such as lifting and fitting body parts. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790874
6,52114,Automotive Lead Mechanic,"An Automotive Lead Mechanic assigns, reviews and participates in the work of automotive mechanics engaged in diagnostic, installation, maintenance and repair work on a variety of heavy trucks, automotive, heavy equipment and other mechanical equipment, and performs highly specialized repair or rebuild work. Work of this class involves leading automotive mechanics, but does not involve full supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may work shift work including weekend hours and are subject to call back. Work is performed in an automotive repair shop where unpleasant odors and dirty and greasy shop...",/careers/baltimorecity/classspecs/790875
6,52115,Automotive Maintenance Supervisor I,"An Automotive Maintenance Supervisor I assigns, reviews and evaluates automotive, heavy truck, and heavy equipment maintenance and repair work at a specific repair station in the central vehicle maintenance facility or at a substation. Work of this class involves supervising automotive maintenance and repair personnel of varying skill levels. Incumbents receive general supervision from a technical superior. Employees in this class may work evening or weekend hours and are subject to 24-hour, on-call duty. Work is performed primarily in an automotive repair shop where unpleasant odors and dirty and greasy shop conditions are regularly encountered. Work requires moderate physical effort....",/careers/baltimorecity/classspecs/790876
6,52116,Automotive Maintenance Supervisor II,"An Automotive Maintenance Supervisor II plans, schedules and evaluates maintenance and repair work within a major functional area of the Division of Motor Vehicles and Mechanical Shops. Work of this class involves directing the work of automotive maintenance and repair work units. Incumbents receive general supervision from a technical superior. Employees in this class are subject to callback in emergency situations and may work night or weekend hours. Work is performed in a large automotive repair shop where dirty, greasy shop conditions and unpleasant odors may be encountered. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK An Automotive Maintenance...",/careers/baltimorecity/classspecs/790877
6,52193,Automotive Maintenance Worker,"An Automotive Maintenance Worker performs safety checks on vehicles and assists mechanics in performing installation, maintenance and repair work on cars and trucks. Work of this class involves no supervisory duties or responsibilities. Incumbents receive close supervision from a technical superior. Employees in this class work shift and weekend work and are subject to call-back. Work is performed in an automotive shop where dirty, greasy shop conditions and fumes are regularly encountered. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790878
6,52110,Automotive Mechanic,"An Automotive Mechanic performs a wide range of diagnostic, installation, maintenance and repair work on a variety of automotive, heavy truck, heavy equipment and other mechanical equipment. Work of this class involves no lead or supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may work shift work including weekend hours and are subject to callback. Work is performed in an automotive repair shop where unpleasant odors and dirty and greasy shop conditions are regularly encountered. Work requires strenuous physical exertion including lifting, bending, crawling and periods of prolonged standing. DISTINGUISHING...",/careers/baltimorecity/classspecs/790879
6,52105,Automotive Mechanic Apprentice,"An Automotive Mechanic Apprentice is a four-year State-approved program where incumbents learn to perform a wide range of diagnostic, installation, maintenance and repair duties on a variety of automotive, heavy truck, heavy equipment and other mechanical equipment. Work of this class involves no lead or supervisory duties. Incumbents receive close supervision from a technical supervisor and a specific number of hours of classroom training. Employees in this class may work shift work including weekend hours. Work is performed in an automotive repair shop where unpleasant odors and dirty and greasy shop conditions are regularly encountered. Work requires some strenuous physical exertion...",/careers/baltimorecity/classspecs/790880
